type,numNodessize,NumberOfWords,ID,Sentence,AccessControl,XiaoACP,ModelVerb,PassiveTo,AccessExpression,AbilityExpression,AccessControl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,11,457,The user chooses to open his or her upcoming appointment list.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;open;appointment list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,23,39,458,"Each row in the list includes the appointment type, appointment date and start time, duration, and the name of either the patient (only for the user being an LHCP) or the LHCP (only for the user being a patient).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;include;date,;include;type,;include;start time,;include;duration,;include;name,;include;patient,;include;row,;include;lhcp,;include;appointment,,,,,,,,,,,,,,,,,,,,,,,
normal,11,18,459,"The appointments in the list shall be ordered by appointment date and start time, the soonest upcoming first.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,23,34,460,The row for each conflicting appointment is highlighted in bold (a conflicting appointment is one that has overlap in its appointment duration period with that of at least another appointment of the same user).,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;highlight;appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,23,41,461,"When viewing the calendar, the user selects an appointment from the list to read comment by clicking the 'Read Comments' link beside the row for the appointment, and then the comment for the appointment shall be displayed in a new page .",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,user;select;list,user;select read;comment,user;select display;comment,user;select display;appointment,user;view;calendar,user;select;appointment,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,9,462,An LHCP views a list of pending appointment requests.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;request,lhcp;view;list,lhcp;view;appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,11,463,"Each appointment request is listed as being pending, approved, or rejected.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;list;appointment request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,15,464,The LHCP is presented with an option to approve or reject each pending appointment request.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,lhcp;approve;appointment request,lhcp;reject;appointment request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,21,465,"When the LHCP approves or rejects an appointment request, a message is sent to the Patient indicating the requests's status.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;approve;appointment request,lhcp;reject;appointment request,lhcp;send;message,lhcp;send;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,14,466,"When the date of an appointment request has passed, it is no longer displayed.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,24,467,"When an LHCP views a list of his or her upcoming appointments, they are presented with an option to edit or remove the appointment.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,they;edit;appointment,lhcp;view;list,lhcp;view;appointment,they;remove;appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,11,468,The LHCP is unable to edit or remove any past appointments.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,lhcp;edit;appointment;NEG-unable,lhcp;remove;appointment;NEG-unable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,20,31,469,"When an LHCP adds a new appointment  or edits the date or time of an existing appointment , the LHCP is notified of any existing appointments that occur during the same time.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;notify;appointment,lhcp;add;appointment,lhcp;edit;date,lhcp;edit;time,lhcp;edit;appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,16,470,The LHCP is presented with a list of other appointments that conflict with the new one.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;present;list,lhcp;present;appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,22,471,The LHCP may choose to override this warning and confirm the date and time or may cancel and return to referring page.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;choose confirm;time,lhcp;choose confirm;date,lhcp;choose cancel;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,472,3.2.22.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,11,473,The user inputs invalid information and is prompted to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,19,474,The comment is empty and the text 'No Comment' (without link) is displayed instead of the 'Read Comment' link.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,20,475,"The date for the appointment is in the past, an error message is displayed and the appointment is not edited.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,17,476,The user inputs the MID of a patient who is deceased and is prompted to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,477,3.2.22.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,3,10,478,3.2.23 UC23 View Comprehensive Patient Report Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,479,3.2.23.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,14,480,An LHCP has authenticated him or herself in the iTrust Medical Records system (UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,481,3.2.23.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,11,482,The LHCP requests a comprehensive patient report for a particular patient .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;request;comprehensive patient report,lhcp;request;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,18,483,The LHCP is able to view the comprehensive patient report  from a list of his or her requests.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,lhcp;view;comprehensive patient report,lhcp;view;request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,484,3.2.23.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,15,485,The LHCP enters a patient medical identification number (MID)  and confirms his or her input .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;enter;patient medical identification number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,17,486,"The LHCP can view of the comprehensive patient report for the specified patient, including the information below.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;view;comprehensive patient report,lhcp;view;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,14,487,"All patient demographic information (address, phone, etc.), see (UC4) and Data Format 6.1.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;;patient demographic information,;;address,;;phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,14,488,"The entire history of personal health records, see (UC10) and Data Format 6.4.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;;entire history,;;personal health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,18,489,"All diagnoses, including those not normally viewable by the requesting LHCP, see (UC11) and Data Format 6.5.",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,;;diagnosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,8,490,"All designated HCPs (MIDs and Names), see (UC6).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;;designate hcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,18,491,"All allergies, procedures, medications, office visits, and known relatives, see (UC11) and Data Format 6.5, 6.6.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;;allergy,;;procedure,;;medication,;;office visit,;;relative,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,13,492,"All MIDs and names of people that this person is representing, see (UC13).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;;mid,;;people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,14,493,"All MIDs and names of people that this person is represented by, see (UC13).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;;mid,;;name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,23,494,"The LHCP views a list of requests he or she has made for reports, with the status and pertinent information about the requests.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,495,3.2.23.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,12,496,The LHCP types an invalid MID and is prompted to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,8,497,The chosen patient is not the desired patient.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,11,498,The LHCP does not confirm the selection and can try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,499,3.2.23.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,4,9,500,3.2.24 UC24 Take Satisfaction Survey Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,501,3.2.24.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,16,502,The iTrust user (patient) has authenticated himself or herself in the iTrust Medical Records system (UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,503,3.2.24.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,28,504,"A patient or personal health representative can answer any of the following questions relative to a previous (in UC9, S1) office visit according to Data Format 6.13.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;answer;question,personal health representative;answer;question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,10,505,How many minutes did you wait in the waiting room?,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;;minute room wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,14,506,How many minutes did you wait in the examination room before seeing your physician?,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;;minute examination room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,8,507,How satisfied were you with your office visit?,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;;satisfied office visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,11,508,How satisfied were you with the treatment or information you received?,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;;satisfied treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,4,7,509,The answers to the survey are stored.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;store;answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,510,3.2.24.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,1,511,None.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,512,3.2.24.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,1,513,None.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,514,3.2.24.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,5,11,515,3.2.25 UC25 View Physician Satisfaction Survey Results Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,516,3.2.25.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,15,517,The iTrust user has authenticated himself or herself in the iTrust Medical Records system(UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,518,3.2.25.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,9,519,A user chooses to view physician satisfaction survey results.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;view;physician satisfaction survey result,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,19,33,520,"The user provides a zip code  or a hospital code and an (optional) physician type (from a pull-down list: see data format 6.2 - general, surgeon, heart specialist, pediatrician, OB or GYN).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;provide;zip code,user;provide;hospital code,user;provide;physician type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-start,24,39,521,The patient is provided with the following for each physician of that type that practices in a zip code (based upon the address or zipcode provided in UC2) that match the first three digits of the provided zip code:,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;provide;the follow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,25,2,522,* Name.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;provide;the follow,patient;provide;name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,25,2,523,* Address.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;provide;the follow,patient;provide;address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,29,10,524,* Average number of minutes patients wait in waiting room.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;provide;the follow,patient;provide;wait average number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,31,14,525,* Average number of minutes patients wait in examination room prior to seeing physician.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;provide;the follow,patient;provide;average number wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,28,5,526,* Average office visit satisfaction.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;provide;the follow,patient;provide;satisfaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,27,7,527,* Average satisfaction with treatment or information.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;provide;the follow,patient;provide;average satisfaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,30,11,528,* Percentage of office visits for which satisfaction information is available.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,patient;provide;the follow,patient;provide;percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,529,3.2.25.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,1,530,None.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,531,3.2.25.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,13,532,The input is not a valid zip code (see Data Format 6.2).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,7,533,The user is asked to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,534,3.2.25.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,3,9,535,3.2.26 UC26 Manage Lab Procedures Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,3,536,26.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,18,537,"The iTrust user (Lab Technician, patient, or HCP) has been authenticated in the iTrust Medical Records system (UC3).",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,4,538,26.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,12,539,An HCP can create a lab procedure for a given office visit .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;create;lab procedure,hcp;create;office visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,14,540,An HCP can view a previously created lab procedure for a given office visit .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;view;lab procedure,hcp;view;office visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,9,541,An HCP can reassign a previously created lab procedure .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;reassign;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,9,542,An HCP can remove a previously created lab procedure .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;remove;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,18,543,An HCP can add commentary to a pending lab procedure and update the lab procedure status to completed .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;add;commentary,hcp;update;lab procedure status,hcp;add;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,11,544,A patient may view his or her own lab procedure results .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;view;lab procedure result,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,13,545,A Lab Technician can view his or her priority queue of lab procedures .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lab technician;view;priority queue,lab technician;view;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,11,546,A Lab Technician can record the results of a lab procedure .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lab technician;record;result,lab technician;record;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,13,547,A Lab Technician can update the status of a lab procedure as received .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lab technician;update;status,lab technician;update;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,5,548,All events are logged (UC5).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,4,549,26.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,12,550,An HCP can create a lab procedure for a given office visit.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;create;lab procedure,hcp;create;office visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,29,44,551,"The HCP selects a procedure code, a priority from 1 to 3 (1=most important, 3=not as important), and Lab Technician (listed with his or her specialty and the number of pending lab procedures in his or her priority queue, grouped by priority).",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,hcp;select;lab technician,hcp;select;priority,hcp;select;specialty,hcp;select;procedure code,hcp;select;number,hcp;select;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,13,552,"The HCP saves the new lab procedure, or cancels the lab procedure creation , .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;save;lab procedure,hcp;cancel;lab procedure creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,11,553,The status of the lab procedure is marked as in transit.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;mark;status,;mark;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,14,554,An HCP can view a previously created lab procedure for a given office visit.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;view;lab procedure,hcp;view;office visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,18,555,"The HCP can view patient name, lab procedure code, current lab procedure status, timestamp, and Lab Technician name.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;view;patient name,hcp;view;lab procedure code,hcp;view;lab procedure status,hcp;view;timestamp,hcp;view;lab technician name,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,14,25,556,An HCP can reassign a previously created lab procedure to a different Lab Technician if the lab procedure is not yet in the testing state.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;reassign;lab procedure,hcp;reassign;lab technician,hcp;reassign;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,17,35,557,"The HCP selects a different Lab Technician from the list of available Lab Technicians (displayed with Lab Technician specialty and the number of pending lab procedures in his or her priority queue, grouped by priority).",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,hcp;select;list,hcp;select;lab technician,hcp;select;lab technician,hcp;display;lab technician specialty,hcp;display;number,hcp;display;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,9,558,"The HCP confirms the reassignment, or cancels the reassignment .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;confirm;reassignment,hcp;cancel;reassignment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,14,559,An HCP can remove a previously created lab procedure for a given office visit.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;remove;lab procedure,hcp;remove;office visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,14,20,560,The HCP can choose to remove the lab procedure as long as the status is either in transit or received.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;remove;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,16,561,The HCP is prompted to confirm that he or she wishes to remove the lab procedure.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,he;wish remove;lab procedure,she;wish remove;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,10,562,An HCP can add commentary to a pending lab procedure .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;add;lab procedure,hcp;add;commentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,13,563,The HCP enters a comment for a lab procedure with status as pending.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;enter;comment,hcp;enter;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,12,564,"Upon entering a comment, the lab procedure status is updated to completed.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;enter;comment,;update;lab procedure status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,10,565,A patient may view his or her own lab procedure.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;view;lab procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
